term,coef,exp(coef),se(coef),z,Pr(>|z|)
age_years,0.0049970742045675485,1.0050095804026595,0.017817232565263092,0.28046298358982896,0.7791223210873461
stage_groupII,-17.559133793237596,2.3668192158771954e-8,5716.450861958314,-0.0030716845499520785,0.9975491541759927
stage_groupIII,2.6723320556478005,14.473683300821564,0.7846814528742296,3.405626634679904,6.601239043742477e-4
stage_groupIV,2.346127449952588,10.445042353976568,0.4087133090434952,5.740276614537438,9.452202923122723e-9
